dia	mes	ano	chuva
31	3	2023	0.0
30	3	2023	0.0
29	3	2023	0.0
28	3	2023	0.0
27	3	2023	0.0
26	3	2023	0.0
25	3	2023	0.0
24	3	2023	0.0
23	3	2023	0.0
22	3	2023	0.0
21	3	2023	0.0
20	3	2023	0.0
19	3	2023	0.0
18	3	2023	0.0
17	3	2023	0.0
16	3	2023	0.0
15	3	2023	0.0
14	3	2023	0.0
13	3	2023	0.0
12	3	2023	0.0
11	3	2023	0.0
10	3	2023	0.0
9	3	2023	5.2
8	3	2023	0.0
7	3	2023	0.0
6	3	2023	0.0
5	3	2023	0.0
4	3	2023	3.0
3	3	2023	0.0
2	3	2023	0.0
1	3	2023	0.0
31	1	2023	0.0
30	1	2023	0.0
29	1	2023	0.0
28	1	2023	0.0
27	1	2023	22.3
26	1	2023	12.8
25	1	2023	0.0
24	1	2023	0.0
23	1	2023	0.0
22	1	2023	40.1
21	1	2023	17.2
20	1	2023	37.1
19	1	2023	0.0
18	1	2023	0.0
17	1	2023	0.0
16	1	2023	0.0
15	1	2023	0.0
14	1	2023	8.1
13	1	2023	4.3
12	1	2023	0.0
11	1	2023	0.0
10	1	2023	28.2
9	1	2023	10.2
8	1	2023	5.1
7	1	2023	6.2
6	1	2023	42.7
5	1	2023	36.9
4	1	2023	2.8
3	1	2023	3.2
2	1	2023	0.0
1	1	2023	0.0
31	12	2022	0.0
30	12	2022	0.0
29	12	2022	0.0
28	12	2022	0.0
27	12	2022	0.0
26	12	2022	8.7
25	12	2022	18.2
24	12	2022	36.1
23	12	2022	38.0
22	12	2022	70.3
21	12	2022	69.8
20	12	2022	66.5
19	12	2022	28.9
18	12	2022	46.7
17	12	2022	32.8
16	12	2022	86.2
15	12	2022	98.2
14	12	2022	10.4
13	12	2022	0.0
12	12	2022	4.1
11	12	2022	5.3
10	12	2022	13.8
9	12	2022	10.1
8	12	2022	14.8
7	12	2022	0.0
6	12	2022	0.0
5	12	2022	3.2
4	12	2022	5.4
3	12	2022	4.2
2	12	2022	6.3
1	12	2022	8.2
30	11	2022	12.4
29	11	2022	40.3
28	11	2022	4.2
27	11	2022	9.6
26	11	2022	43.2
25	11	2022	32.1
24	11	2022	82.3
23	11	2022	0.0
22	11	2022	0.0
21	11	2022	10.1
20	11	2022	8.2
19	11	2022	0.0
18	11	2022	0.0
17	11	2022	10.2
16	11	2022	95.0
15	11	2022	7.0
14	11	2022	0.2
13	11	2022	0.5
12	11	2022	0.0
11	11	2022	0.0
10	11	2022	0.0
9	11	2022	0.0
8	11	2022	0.0
7	11	2022	0.0
6	11	2022	0.0
5	11	2022	0.0
4	11	2022	14.6
3	11	2022	12.2
2	11	2022	15.4
1	11	2022	0.0
31	10	2022	0.0
30	10	2022	0.0
29	10	2022	0.0
28	10	2022	0.0
27	10	2022	0.0
26	10	2022	0.0
25	10	2022	0.0
24	10	2022	10.6
23	10	2022	0.0
22	10	2022	0.0
21	10	2022	0.0
20	10	2022	0.0
19	10	2022	0.0
18	10	2022	0.0
17	10	2022	0.0
16	10	2022	0.0
15	10	2022	0.0
14	10	2022	0.0
13	10	2022	0.0
12	10	2022	0.0
11	10	2022	0.0
10	10	2022	0.0
9	10	2022	4.1
8	10	2022	0.0
7	10	2022	0.0
6	10	2022	0.0
5	10	2022	0.0
4	10	2022	0.5
3	10	2022	0.0
2	10	2022	0.0
1	10	2022	0.0
30	9	2022	0.0
29	9	2022	0.0
28	9	2022	0.0
27	9	2022	0.0
26	9	2022	0.0
25	9	2022	0.0
24	9	2022	0.0
23	9	2022	0.0
22	9	2022	0.0
21	9	2022	0.0
20	9	2022	0.0
19	9	2022	0.0
18	9	2022	0.0
17	9	2022	0.0
16	9	2022	0.0
15	9	2022	0.0
14	9	2022	0.0
13	9	2022	0.0
12	9	2022	0.0
11	9	2022	0.0
10	9	2022	0.0
9	9	2022	0.0
8	9	2022	0.0
7	9	2022	0.0
6	9	2022	0.0
5	9	2022	0.0
4	9	2022	0.0
3	9	2022	0.0
2	9	2022	0.0
1	9	2022	0.0
31	8	2022	0.0
30	8	2022	0.0
29	8	2022	0.0
28	8	2022	0.0
27	8	2022	0.0
26	8	2022	0.0
25	8	2022	0.0
24	8	2022	0.0
23	8	2022	0.0
22	8	2022	0.0
21	8	2022	0.0
20	8	2022	0.0
19	8	2022	0.0
18	8	2022	0.0
17	8	2022	0.0
16	8	2022	0.0
15	8	2022	0.0
14	8	2022	0.0
13	8	2022	0.0
12	8	2022	0.0
11	8	2022	0.0
10	8	2022	0.0
9	8	2022	0.0
8	8	2022	0.0
7	8	2022	0.0
6	8	2022	0.0
5	8	2022	0.0
4	8	2022	0.0
3	8	2022	0.0
2	8	2022	0.0
1	8	2022	0.0
31	7	2022	0.0
30	7	2022	0.0
29	7	2022	0.0
28	7	2022	0.0
27	7	2022	0.0
26	7	2022	0.0
25	7	2022	0.0
24	7	2022	0.0
23	7	2022	0.0
22	7	2022	0.0
21	7	2022	0.0
20	7	2022	0.0
19	7	2022	0.0
18	7	2022	0.0
17	7	2022	0.0
16	7	2022	0.0
15	7	2022	0.0
14	7	2022	0.0
13	7	2022	0.0
12	7	2022	0.0
11	7	2022	0.0
10	7	2022	0.0
9	7	2022	0.0
8	7	2022	0.0
7	7	2022	0.0
6	7	2022	0.0
5	7	2022	0.0
4	7	2022	0.0
3	7	2022	0.0
2	7	2022	0.0
1	7	2022	0.0
30	6	2022	0.0
29	6	2022	0.0
28	6	2022	0.0
27	6	2022	0.0
26	6	2022	0.0
25	6	2022	0.0
24	6	2022	0.0
23	6	2022	0.0
22	6	2022	0.0
21	6	2022	0.0
20	6	2022	0.0
19	6	2022	0.0
18	6	2022	0.0
17	6	2022	0.0
16	6	2022	0.0
15	6	2022	0.0
