dia	mes	ano	chuva
31	1	2014	0.0
30	1	2014	15.4
29	1	2014	7.2
28	1	2014	9.3
27	1	2014	0.0
26	1	2014	2.2
25	1	2014	0.0
24	1	2014	5.9
23	1	2014	3.7
22	1	2014	0.0
21	1	2014	0.0
20	1	2014	0.0
19	1	2014	6.7
18	1	2014	0.0
17	1	2014	0.0
16	1	2014	2.3
15	1	2014	18.7
14	1	2014	3.3
13	1	2014	5.1
12	1	2014	0.0
11	1	2014	0.0
10	1	2014	0.0
9	1	2014	0.0
8	1	2014	0.0
7	1	2014	0.0
6	1	2014	0.0
5	1	2014	18.9
4	1	2014	0.0
3	1	2014	18.1
2	1	2014	1.7
1	1	2014	0.0
31	12	2013	0.0
30	12	2013	1.6
29	12	2013	0.0
28	12	2013	0.0
27	12	2013	1.1
26	12	2013	0.0
25	12	2013	0.0
24	12	2013	0.0
23	12	2013	0.0
22	12	2013	13.1
21	12	2013	0.0
20	12	2013	0.0
19	12	2013	5.4
18	12	2013	14.1
17	12	2013	1.2
16	12	2013	17.7
15	12	2013	0.0
14	12	2013	0.0
13	12	2013	0.0
12	12	2013	0.0
11	12	2013	12.1
10	12	2013	7.8
9	12	2013	2.5
8	12	2013	0.0
7	12	2013	0.0
6	12	2013	4.2
5	12	2013	0.0
4	12	2013	0.0
3	12	2013	0.0
2	12	2013	0.0
1	12	2013	0.0
30	11	2013	0.0
29	11	2013	0.0
28	11	2013	0.0
27	11	2013	0.0
26	11	2013	0.0
25	11	2013	5.0
24	11	2013	0.0
23	11	2013	0.0
22	11	2013	17.3
21	11	2013	0.0
20	11	2013	0.0
19	11	2013	0.0
18	11	2013	3.3
17	11	2013	0.0
16	11	2013	0.0
15	11	2013	0.0
14	11	2013	0.0
13	11	2013	1.7
12	11	2013	0.0
11	11	2013	0.0
10	11	2013	0.0
9	11	2013	0.0
8	11	2013	0.0
7	11	2013	0.0
6	11	2013	0.0
5	11	2013	0.0
4	11	2013	0.3
3	11	2013	0.0
2	11	2013	0.0
1	11	2013	0.0
