dia	mes	ano	chuva
31	3	2023	0.0
30	3	2023	0.0
29	3	2023	0.0
28	3	2023	0.0
27	3	2023	0.0
26	3	2023	0.0
25	3	2023	0.0
24	3	2023	0.0
23	3	2023	0.0
22	3	2023	0.0
21	3	2023	0.0
20	3	2023	0.0
19	3	2023	0.0
18	3	2023	0.0
17	3	2023	0.0
16	3	2023	0.0
15	3	2023	0.0
14	3	2023	0.0
13	3	2023	0.0
12	3	2023	0.0
11	3	2023	0.0
10	3	2023	0.0
9	3	2023	0.0
8	3	2023	24.9
7	3	2023	0.0
6	3	2023	0.0
5	3	2023	0.0
4	3	2023	0.0
3	3	2023	0.0
2	3	2023	0.0
1	3	2023	0.0
31	1	2022	0.0
30	1	2022	0.0
29	1	2022	0.0
28	1	2022	0.0
27	1	2022	0.0
26	1	2022	0.0
25	1	2022	0.0
24	1	2022	0.0
23	1	2022	0.0
22	1	2022	0.0
21	1	2022	0.0
20	1	2022	0.0
19	1	2022	0.0
18	1	2022	0.0
17	1	2022	0.0
16	1	2022	0.0
15	1	2022	0.0
14	1	2022	0.0
13	1	2022	0.0
12	1	2022	0.0
11	1	2022	0.0
10	1	2022	0.0
9	1	2022	23.9
8	1	2022	32.6
7	1	2022	13.5
6	1	2022	0.0
5	1	2022	0.0
4	1	2022	0.0
3	1	2022	0.0
2	1	2022	0.0
1	1	2022	0.0
31	12	2021	0.0
30	12	2021	15.3
29	12	2021	4.7
28	12	2021	0.0
27	12	2021	0.0
26	12	2021	0.0
25	12	2021	0.0
24	12	2021	0.0
23	12	2021	2.1
22	12	2021	0.0
21	12	2021	0.0
20	12	2021	0.0
19	12	2021	21.9
18	12	2021	0.0
17	12	2021	0.0
16	12	2021	9.1
15	12	2021	0.0
14	12	2021	0.0
13	12	2021	0.0
12	12	2021	0.0
11	12	2021	0.0
10	12	2021	0.0
9	12	2021	15.6
8	12	2021	23.2
7	12	2021	10.3
6	12	2021	0.0
5	12	2021	0.0
4	12	2021	6.7
3	12	2021	5.9
2	12	2021	17.1
1	12	2021	32.9
30	11	2021	0.0
29	11	2021	8.9
28	11	2021	0.0
27	11	2021	0.0
26	11	2021	0.0
25	11	2021	0.0
24	11	2021	0.0
23	11	2021	0.0
22	11	2021	10.7
21	11	2021	29.3
20	11	2021	0.0
19	11	2021	0.0
18	11	2021	0.0
17	11	2021	0.0
16	11	2021	0.0
15	11	2021	0.0
14	11	2021	0.0
13	11	2021	27.6
12	11	2021	27.2
11	11	2021	52.9
10	11	2021	0.0
9	11	2021	0.0
8	11	2021	0.0
7	11	2021	3.1
6	11	2021	21.4
5	11	2021	0.0
4	11	2021	0.0
3	11	2021	0.0
2	11	2021	0.0
1	11	2021	27.4
31	10	2021	0.0
30	10	2021	0.0
29	10	2021	0.0
28	10	2021	0.0
27	10	2021	0.0
26	10	2021	0.0
25	10	2021	0.0
24	10	2021	0.0
23	10	2021	0.0
22	10	2021	0.0
21	10	2021	0.0
20	10	2021	0.0
19	10	2021	12.8
18	10	2021	11.3
17	10	2021	0.0
16	10	2021	0.0
15	10	2021	0.0
14	10	2021	0.0
13	10	2021	0.0
12	10	2021	76.2
11	10	2021	30.7
10	10	2021	0.0
9	10	2021	0.0
8	10	2021	0.0
7	10	2021	0.0
6	10	2021	0.0
5	10	2021	0.0
4	10	2021	0.0
3	10	2021	0.0
2	10	2021	0.0
1	10	2021	0.0
30	9	2021	0.0
29	9	2021	0.0
28	9	2021	0.0
27	9	2021	0.0
26	9	2021	0.0
25	9	2021	0.0
24	9	2021	0.0
23	9	2021	0.0
22	9	2021	0.0
21	9	2021	0.0
20	9	2021	0.0
19	9	2021	0.0
18	9	2021	0.0
17	9	2021	0.0
16	9	2021	0.0
15	9	2021	0.0
14	9	2021	0.0
13	9	2021	0.0
12	9	2021	0.0
11	9	2021	0.0
10	9	2021	0.0
9	9	2021	0.0
8	9	2021	0.0
7	9	2021	0.0
6	9	2021	0.0
5	9	2021	0.0
4	9	2021	0.0
3	9	2021	3.2
2	9	2021	4.1
1	9	2021	0.0
31	8	2021	0.0
30	8	2021	0.0
29	8	2021	0.0
28	8	2021	0.0
27	8	2021	0.0
26	8	2021	0.0
25	8	2021	0.0
24	8	2021	0.0
23	8	2021	0.0
22	8	2021	0.0
21	8	2021	0.0
20	8	2021	0.0
19	8	2021	0.0
18	8	2021	0.0
17	8	2021	0.0
16	8	2021	0.0
15	8	2021	0.0
14	8	2021	0.0
13	8	2021	0.0
12	8	2021	0.0
11	8	2021	0.0
10	8	2021	0.0
9	8	2021	0.0
8	8	2021	0.0
7	8	2021	0.0
6	8	2021	0.0
5	8	2021	0.0
4	8	2021	0.0
3	8	2021	0.0
2	8	2021	0.0
1	8	2021	0.0
31	7	2021	0.0
30	7	2021	0.0
29	7	2021	0.0
28	7	2021	0.0
27	7	2021	0.0
26	7	2021	0.0
25	7	2021	0.0
24	7	2021	0.0
23	7	2021	0.0
22	7	2021	0.0
21	7	2021	0.0
20	7	2021	0.0
19	7	2021	0.0
18	7	2021	0.0
17	7	2021	0.0
16	7	2021	0.0
15	7	2021	0.0
14	7	2021	0.0
13	7	2021	0.0
12	7	2021	0.0
11	7	2021	0.0
10	7	2021	0.0
9	7	2021	0.0
8	7	2021	0.0
7	7	2021	0.0
6	7	2021	0.0
5	7	2021	0.0
4	7	2021	0.0
3	7	2021	0.0
2	7	2021	0.0
1	7	2021	0.0
30	6	2021	0.0
29	6	2021	0.0
28	6	2021	0.0
27	6	2021	0.0
26	6	2021	0.0
25	6	2021	0.0
24	6	2021	0.0
23	6	2021	0.0
22	6	2021	0.0
21	6	2021	0.0
20	6	2021	0.0
19	6	2021	0.0
18	6	2021	0.0
17	6	2021	0.0
16	6	2021	0.0
15	6	2021	0.0
