ano	mes	dia	vazao
2014	10	1	
2014	9	30	
2014	9	29	
2014	9	28	
2014	9	27	
2014	9	26	
2014	9	25	
2014	9	24	
2014	9	23	
2014	9	22	
2014	9	21	
2014	9	20	
2014	9	19	
2014	9	18	
2014	9	17	
2014	9	16	
2014	9	15	
2014	9	14	
2014	9	13	
2014	9	12	
2014	9	11	
2014	9	10	
2014	9	9	
2014	9	8	
2014	9	7	
2014	9	6	
2014	9	5	
2014	9	4	
2014	9	3	
2014	9	2	
2014	9	1	
2014	8	31	
2014	8	30	
2014	8	29	
2014	8	28	
2014	8	27	
2014	8	26	
2014	8	25	
2014	8	24	
2014	8	23	
2014	8	22	
2014	8	21	
2014	8	20	
2014	8	19	
2014	8	18	
2014	8	17	
2014	8	16	
2014	8	15	
2014	8	14	
2014	8	13	
2014	8	12	
2014	8	11	
2014	8	10	
2014	8	9	
2014	8	8	
2014	8	7	
2014	8	6	
2014	8	5	
2014	8	4	
2014	8	3	
2014	8	2	
2014	8	1	
2014	7	31	
2014	7	30	
2014	7	29	
2014	7	28	
2014	7	27	
2014	7	26	
2014	7	25	
2014	7	24	
2014	7	23	
2014	7	22	
2014	7	21	
2014	7	20	
2014	7	19	
2014	7	18	
2014	7	17	
2014	7	16	
2014	7	15	
2014	7	14	
2014	7	13	
2014	7	12	
2014	7	11	
2014	7	10	
2014	7	9	
2014	7	8	
2014	7	7	
2014	7	6	
2014	7	5	
2014	7	4	
2014	7	3	
2014	7	2	
2014	7	1	
2014	6	30	
2014	6	29	
2014	6	28	
2014	6	27	
2014	6	26	
2014	6	25	
2014	6	24	
2014	6	23	
2014	6	22	
2014	6	21	
2014	6	20	
2014	6	19	
2014	6	18	
2014	6	17	
2014	6	16	
2014	6	15	
2014	6	14	
2014	6	13	
2014	6	12	
2014	6	11	
2014	6	10	
2014	6	9	
2014	6	8	
2014	6	7	
2014	6	6	
2014	6	5	
2014	6	4	
2014	6	3	
2014	6	2	
2014	6	1	
2014	5	31	32.718
2014	5	30	36.936
2014	5	29	40.635
2014	5	28	42.161
2014	5	27	34.097
2014	5	26	28.104
2014	5	25	27.472
2014	5	24	27.472
2014	5	23	28.104
2014	5	22	28.743
2014	5	21	28.104
2014	5	20	28.104
2014	5	19	28.743
2014	5	18	27.472
2014	5	17	27.472
2014	5	16	28.743
2014	5	15	28.743
2014	5	14	28.743
2014	5	13	28.743
2014	5	12	28.743
2014	5	11	30.7
2014	5	10	30.7
2014	5	9	31.366
2014	5	8	32.039
2014	5	7	32.039
2014	5	6	32.718
2014	5	5	32.718
2014	5	4	34.097
2014	5	3	34.097
2014	5	2	35.503
2014	5	1	36.936
2014	4	30	36.936
2014	4	29	38.395
2014	4	28	41.395
2014	4	27	43.714
